image	occupancy	floors	year	label	prediction	probability
StreetViewx-80.352094x25.672603.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	COM	0.9998557567596436
StreetViewx-80.361649x25.673091.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999934434890748
StreetViewx-80.276518x25.673424.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1992	RES1	RES1	0.9999994039535522
StreetViewx-80.328758x25.673512.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1983	RES1	COM	0.9996811151504515
StreetViewx-80.384573x25.673654.png	RESIDENTIAL - SINGLE FAMILY : CLUSTER HOME	2	0	RES1	COM	0.99984872341156
StreetViewx-80.368217x25.673724.png	RELIGIOUS - EXEMPT : RELIGIOUS	2	1995	COM	RES1	0.9247334003448486
StreetViewx-80.337747x25.674047.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1991	RES1	COM	0.9970303773880004
StreetViewx-80.331329x25.674175.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES1	0.9998948574066162
StreetViewx-80.356197x25.674562.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES1	0.6865552067756653
StreetViewx-80.381133x25.674641.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1981	RES1	COM	0.99962317943573
StreetViewx-80.332645x25.674682.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	RES1	0.9998420476913452
StreetViewx-80.381751x25.674709.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES1	1.0
StreetViewx-80.361403x25.674826.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9908928871154784
StreetViewx-80.356273x25.674834.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES1	0.999556005001068
StreetViewx-80.322716x25.674877.png	RESIDENTIAL - TOTAL VALUE : TOWNHOUSE	2	0	RES3	RES1	0.9727925658226012
StreetViewx-80.367301x25.674979.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	1.0
StreetViewx-80.333774x25.675139.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9999984502792358
StreetViewx-80.359721x25.675483.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1978	RES1	RES1	0.8819143772125244
StreetViewx-80.330843x25.675636.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	COM	0.7393693327903748
StreetViewx-80.381496x25.675676.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9999942779541016
StreetViewx-80.380323x25.675708.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	COM	0.997904658317566
StreetViewx-80.384612x25.675845.png	RESIDENTIAL - SINGLE FAMILY : CLUSTER HOME	1	0	RES1	COM	0.5087065100669861
StreetViewx-80.382499x25.675854.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1981	RES1	RES1	1.0
StreetViewx-80.324251x25.676139.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9999717473983764
StreetViewx-80.346232x25.676444.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES1	0.9999828338623048
StreetViewx-80.342297x25.676540.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2008	RES1	RES1	0.9758517742156982
StreetViewx-80.383471x25.676598.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1982	RES1	RES1	0.9992086291313172
StreetViewx-80.343775x25.676632.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1991	RES1	RES1	0.9999573230743408
StreetViewx-80.363295x25.676658.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1967	RES1	RES1	0.9995924830436708
StreetViewx-80.330407x25.676984.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.999766767024994
StreetViewx-80.324648x25.677055.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES3	0.6107564568519592
StreetViewx-80.347549x25.677093.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1989	RES1	RES1	0.9999899864196776
StreetViewx-80.367182x25.677485.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.9273248910903932
StreetViewx-80.355177x25.677521.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES1	0.999743402004242
StreetViewx-80.382869x25.677675.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1982	RES1	RES3	0.6031559705734253
StreetViewx-80.320550x25.677796.png	RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL	0	0	RES3	RES3	0.8290747404098511
StreetViewx-80.323336x25.678024.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES1	1.0
StreetViewx-80.349398x25.678060.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9999233484268188
StreetViewx-80.383860x25.678089.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1979	RES1	RES1	0.984605312347412
StreetViewx-80.367255x25.678498.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES1	0.9196574091911316
StreetViewx-80.320795x25.678662.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1996	RES1	RES1	0.9294439554214478
StreetViewx-80.352402x25.678696.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1982	RES1	COM	0.5012619495391846
StreetViewx-80.364337x25.678731.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999526739120485
StreetViewx-80.330173x25.678834.png	MULTIFAMILY 2-9 UNITS : 2 LIVING UNITS	2	1993	RES3	RES1	0.9915037751197816
StreetViewx-80.322482x25.678862.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1957	RES1	RES3	1.0
StreetViewx-80.362752x25.678911.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1966	RES1	RES1	1.0
StreetViewx-80.388201x25.678973.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1987	RES1	RES1	0.9999992847442628
StreetViewx-80.366153x25.679099.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1990	RES1	RES1	0.9458410143852234
StreetViewx-80.332632x25.679454.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	1.0
StreetViewx-80.363163x25.679551.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2014	RES1	RES1	0.9661039113998412
StreetViewx-80.366107x25.679577.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.6110110282897949
StreetViewx-80.322121x25.679634.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9965533018112184
StreetViewx-80.388229x25.679659.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES1	0.9999996423721312
StreetViewx-80.341027x25.679787.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES1	0.7511414885520935
StreetViewx-80.363501x25.679866.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1966	RES1	RES1	0.9999467134475708
StreetViewx-80.327497x25.679895.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1957	RES1	COM	0.9916130304336548
StreetViewx-80.323270x25.679926.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1972	RES1	RES3	0.6215483546257019
StreetViewx-80.318020x25.680029.png	REPAIR SHOP/NON AUTOMOTIVE : REPAIRS - NON AUTOMOTIVE	1	1971	COM	COM	0.9999008178710938
StreetViewx-80.365818x25.680083.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES3	0.7637349963188171
StreetViewx-80.328591x25.680306.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1958	RES1	RES1	0.9999983310699464
StreetViewx-80.367072x25.680480.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1995	RES1	RES1	0.9999954700469972
StreetViewx-80.325623x25.680556.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES1	1.0
StreetViewx-80.323940x25.680627.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1986	RES1	RES1	0.971516728401184
StreetViewx-80.342801x25.680921.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2020	RES1	RES1	1.0
StreetViewx-80.334414x25.681227.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1987	RES1	RES1	0.9995926022529602
StreetViewx-80.362498x25.681368.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.9900546073913574
StreetViewx-80.350375x25.681390.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2013	RES1	COM	0.9999492168426514
StreetViewx-80.322163x25.681483.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2014	RES1	RES1	0.9995204210281372
StreetViewx-80.335798x25.681495.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1993	RES1	RES3	0.7125921845436096
StreetViewx-80.366221x25.681497.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1977	RES1	RES1	0.999975323677063
StreetViewx-80.365204x25.681625.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	RES1	1.0
StreetViewx-80.322327x25.681753.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2006	RES1	RES1	0.9999996423721312
StreetViewx-80.350457x25.681761.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2016	RES1	RES1	0.997262954711914
StreetViewx-80.324557x25.681874.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1961	RES1	RES1	0.8045722842216492
StreetViewx-80.342885x25.682006.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2008	RES1	RES3	0.8901337385177612
StreetViewx-80.371910x25.682028.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.9979376792907716
StreetViewx-80.365474x25.682463.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.986167013645172
StreetViewx-80.383507x25.682935.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	1.0
StreetViewx-80.363961x25.682950.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2000	RES1	RES3	0.5779724717140198
StreetViewx-80.325040x25.683108.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9998058676719666
StreetViewx-80.324565x25.683118.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	1.0
StreetViewx-80.267216x25.683272.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	2015	RES1	RES3	0.7508834600448608
StreetViewx-80.348955x25.683326.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.992474377155304
StreetViewx-80.321012x25.683345.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2003	RES1	RES1	0.9896246790885924
StreetViewx-80.330595x25.683390.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1996	RES1	RES1	0.4883050918579101
StreetViewx-80.343966x25.683522.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1995	RES1	RES1	0.6931880712509155
StreetViewx-80.360281x25.683599.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1967	RES1	COM	0.9443871974945068
StreetViewx-80.346060x25.683735.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1990	RES1	RES1	0.992805540561676
StreetViewx-80.327089x25.684107.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1978	RES1	RES1	0.9999390840530396
StreetViewx-80.358660x25.684315.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1978	RES1	RES1	0.988926887512207
StreetViewx-80.283304x25.684644.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1976	RES1	RES3	0.8455314636230469
StreetViewx-80.347636x25.684921.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1967	RES1	RES1	0.9646344780921936
StreetViewx-80.348065x25.684927.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	COM	0.9989736080169678
StreetViewx-80.317940x25.685217.png	REFERENCE FOLIO	0	0	COM	RES3	0.9999772310256958
StreetViewx-80.328087x25.685365.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999510049819946
StreetViewx-80.358549x25.685437.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1978	RES1	COM	0.9997643828392028
StreetViewx-80.360349x25.685636.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1989	RES1	RES1	0.9999916553497314
StreetViewx-80.349711x25.686629.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	COM	1.0
StreetViewx-80.330452x25.686683.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1960	RES1	RES1	0.9943220615386964
StreetViewx-80.344961x25.686725.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1963	RES1	RES1	0.9956444501876832
StreetViewx-80.385112x25.686785.png	PROFESSIONAL SERVICE BLDG : OFFICE BUILDING	1	1985	COM	COM	0.9999998807907104
StreetViewx-80.322693x25.686798.png	RESIDENTIAL - SINGLE FAMILY : CLUSTER HOME	2	0	RES1	RES1	0.9553440809249878
StreetViewx-80.314627x25.687015.png	RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL	0	0	RES3	RES3	0.9501003623008728
StreetViewx-80.332091x25.687407.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES1	0.9597116112709044
StreetViewx-80.323632x25.687464.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1993	RES1	RES1	0.9999147653579712
StreetViewx-80.359001x25.687591.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	COM	0.7490496635437012
StreetViewx-80.358312x25.687601.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES3	0.9974754452705384
StreetViewx-80.352296x25.687737.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	COM	1.0
StreetViewx-80.324323x25.687755.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1961	RES1	RES3	0.978691339492798
StreetViewx-80.330604x25.687831.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	RES1	0.8404805064201355
StreetViewx-80.327801x25.687840.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1979	RES1	RES1	0.9994449019432068
StreetViewx-80.353415x25.688058.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1962	RES1	RES1	0.9999998807907104
StreetViewx-80.342704x25.688077.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1967	RES1	RES1	0.9953613877296448
StreetViewx-80.340813x25.688175.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1988	RES1	RES3	0.9999994039535522
StreetViewx-80.352349x25.688508.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1961	RES1	COM	0.8038492798805237
StreetViewx-80.338198x25.688609.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1979	RES1	RES1	0.639849066734314
StreetViewx-80.336339x25.688641.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES3	0.9561724662780762
StreetViewx-80.335669x25.688658.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1970	RES1	RES3	0.9939005374908448
StreetViewx-80.345499x25.688900.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1967	RES1	COM	0.7784813046455383
StreetViewx-80.344669x25.688920.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	1.0
StreetViewx-80.351909x25.689135.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES1	1.0
StreetViewx-80.339271x25.689228.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1962	RES1	RES3	0.7444926500320435
StreetViewx-80.332875x25.689439.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1982	RES1	RES1	0.8682810068130493
StreetViewx-80.354544x25.689721.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.999779999256134
StreetViewx-80.337867x25.689758.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	1.0
StreetViewx-80.322955x25.689782.png	RESIDENTIAL - TOTAL VALUE : TOWNHOUSE	2	0	RES3	COM	0.9999606609344482
StreetViewx-80.358019x25.689814.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1968	RES1	RES1	0.9999953508377076
StreetViewx-80.339220x25.689901.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	COM	0.5829203724861145
StreetViewx-80.328513x25.689933.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES1	1.0
StreetViewx-80.332077x25.690262.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1967	RES1	RES1	0.9990781545639038
StreetViewx-80.331296x25.690300.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1966	RES1	RES1	0.9999998807907104
StreetViewx-80.331010x25.690304.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1966	RES1	RES1	1.0
StreetViewx-80.324209x25.690331.png	RESIDENTIAL - SINGLE FAMILY : CLUSTER HOME	1	2011	RES1	RES3	0.974410593509674
StreetViewx-80.358478x25.690420.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.9940109848976136
StreetViewx-80.355738x25.690421.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1988	RES1	RES1	0.9998495578765868
StreetViewx-80.378454x25.690583.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	0.9998194575309752
StreetViewx-80.338206x25.690598.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1967	RES1	RES1	0.99999737739563
StreetViewx-80.358507x25.690639.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	0.9983373880386353
StreetViewx-80.350033x25.690898.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1973	RES1	RES3	0.9999431371688844
StreetViewx-80.351076x25.690911.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES1	0.9998394250869752
StreetViewx-80.341584x25.690949.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2019	RES1	RES1	1.0
StreetViewx-80.340945x25.690960.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1969	RES1	RES1	1.0
StreetViewx-80.338527x25.691025.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1963	RES1	RES1	0.984308898448944
StreetViewx-80.378225x25.691093.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	1.0
StreetViewx-80.360243x25.691173.png	RESIDENTIAL - TOTAL VALUE : TOWNHOUSE	2	0	RES3	RES1	0.935967743396759
StreetViewx-80.356787x25.691480.png	MULTIFAMILY 2-9 UNITS : 2 LIVING UNITS	1	1970	RES3	RES1	1.0
StreetViewx-80.353294x25.691505.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES3	0.8624046444892883
StreetViewx-80.380143x25.691667.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	0.9718286395072936
StreetViewx-80.378250x25.691787.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	RES1	0.9720925092697144
StreetViewx-80.379554x25.691945.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1975	RES1	COM	0.5592532157897949
StreetViewx-80.383858x25.692016.png	RESIDENTIAL - SINGLE FAMILY : RESIDENTIAL - TOTAL VALUE	2	0	RES1	COM	0.4798555374145508
StreetViewx-80.348417x25.692042.png	RESIDENTIAL - SINGLE FAMILY : CLUSTER HOME	2	0	RES1	RES3	0.9991475343704224
StreetViewx-80.380544x25.692355.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES3	0.9994256496429444
StreetViewx-80.380693x25.692355.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES3	0.9959122538566588
StreetViewx-80.380198x25.692359.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1976	RES1	RES3	0.9842367172241212
StreetViewx-80.355490x25.692522.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1980	RES1	RES1	0.999497890472412
StreetViewx-80.356872x25.692713.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2014	RES1	RES1	0.9468214511871338
StreetViewx-80.355968x25.692763.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1983	RES1	RES1	0.9999991655349731
StreetViewx-80.356208x25.692770.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9908968806266784
StreetViewx-80.356800x25.693007.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	0.9855589866638184
StreetViewx-80.354307x25.693082.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	0.9999998807907104
StreetViewx-80.352068x25.693902.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1971	RES1	RES1	0.9999942779541016
StreetViewx-80.364018x25.694394.png	RESIDENTIAL - TOTAL VALUE : TOWNHOUSE	2	0	RES3	RES3	0.9958696961402892
StreetViewx-80.360288x25.694470.png	RESIDENTIAL - TOTAL VALUE : TOWNHOUSE	2	0	RES3	RES1	1.0
StreetViewx-80.363163x25.695466.png	RESIDENTIAL - TOTAL VALUE : TOWNHOUSE	2	0	RES3	RES3	0.9997279047966005
StreetViewx-80.360592x25.695607.png	RESIDENTIAL - TOTAL VALUE : TOWNHOUSE	2	0	RES3	RES3	1.0
StreetViewx-80.261142x25.697230.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1988	RES1	RES1	0.9999998807907104
StreetViewx-80.264061x25.697349.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1978	RES1	RES1	0.9100882411003112
StreetViewx-80.265060x25.697442.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1958	RES1	COM	0.890667736530304
StreetViewx-80.374958x25.697484.png	RESIDENTIAL - SINGLE FAMILY : CLUSTER HOME	1	0	RES1	COM	0.9999998807907104
StreetViewx-80.371736x25.697633.png	RESIDENTIAL - TOTAL VALUE : TOWNHOUSE	2	0	RES3	COM	0.908505082130432
StreetViewx-80.369035x25.697682.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1994	RES1	RES3	0.9999998807907104
StreetViewx-80.263441x25.697725.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1981	RES1	RES1	0.955312967300415
StreetViewx-80.255208x25.698088.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1997	RES1	RES1	0.9989976286888124
StreetViewx-80.262142x25.698170.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1991	RES1	RES1	0.5239073634147644
StreetViewx-80.262749x25.698514.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1980	RES1	RES1	0.5467993021011353
StreetViewx-80.265548x25.699240.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	COM	0.9284449815750122
StreetViewx-80.258584x25.699406.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	2000	RES1	RES3	0.9545546174049376
StreetViewx-80.256290x25.700177.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1989	RES1	RES1	0.7697407603263855
StreetViewx-80.268653x25.700448.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2011	RES1	COM	0.6647945642471313
StreetViewx-80.267689x25.701220.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1985	RES1	RES1	0.9995390176773072
StreetViewx-80.265243x25.703340.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2006	RES1	RES1	0.9998730421066284
StreetViewx-80.263276x25.704193.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1967	RES1	RES1	0.9999998807907104
StreetViewx-80.254167x25.704258.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	3	1993	RES1	RES3	0.9857490658760072
StreetViewx-80.263000x25.704696.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	1984	RES1	RES1	0.9933096170425416
StreetViewx-80.276162x25.705640.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	0	RES1	RES1	0.9999936819076538
StreetViewx-80.273413x25.706255.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	0	RES1	RES1	0.9997690320014954
StreetViewx-80.275937x25.706809.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2001	RES1	RES3	0.8888921141624451
StreetViewx-80.252176x25.707366.png	MULTIFAMILY 2-9 UNITS : MULTIFAMILY 3 OR MORE UNITS	3	1972	RES3	RES3	1.0
StreetViewx-80.259991x25.707433.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1977	RES1	RES1	0.9950152039527892
StreetViewx-80.257238x25.707436.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	2006	RES1	COM	0.5474230647087097
StreetViewx-80.280063x25.707820.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1952	RES1	RES1	0.9995924830436708
StreetViewx-80.253671x25.707920.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1961	RES1	RES1	0.9998047947883606
StreetViewx-80.267967x25.708505.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES3	0.9996823072433472
StreetViewx-80.272943x25.709004.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	2018	RES1	RES3	0.9997686743736268
StreetViewx-80.277245x25.709593.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	2	2005	RES1	RES3	0.9981704950332642
StreetViewx-80.270867x25.709895.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1988	RES1	RES1	1.0
StreetViewx-80.276953x25.710419.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1959	RES1	RES1	1.0
StreetViewx-80.272127x25.710438.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1987	RES1	RES1	0.4852186739444732
StreetViewx-80.274593x25.711433.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1957	RES1	RES1	1.0
StreetViewx-80.273092x25.712826.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1965	RES1	RES1	0.9999996423721312
StreetViewx-80.270254x25.713316.png	RESIDENTIAL - SINGLE FAMILY : 1 UNIT	1	1972	RES1	RES1	0.9989432692527772
